item_id,verb_condition,verb,subject_condition,subject,context_condition,context,predicate_condition,predicate,Preamble,prefix,CriticalWord,intervention_simple,continuation,aux,verb_1_o,sentence,question,subject_context_condition,item,condition_id
32_word2_subject2_nocontext,word2,tricked,subject2,the cheeky brother,nocontext,,1,finger,the cheeky brother,the cheeky brother tricked his,tricked,his,finger,Did,prick,the cheeky brother tricked his finger,Did the cheeky brother prick his finger?,subject2_nocontext,32,word2_subject2_nocontext
32_word2_control_neutral_nocontext,word2_control,fooled,neutral,he,nocontext,,1,finger,he,he fooled his,fooled,his,finger,Did,prick,he fooled his finger,Did he prick his finger?,neutral_nocontext,32,word2_control_neutral_nocontext
32_word2_control_neutral_context1,word2_control,fooled,neutral,he,context1,"when learning to knit, ",1,finger,"when learning to knit, he","when learning to knit, he fooled his",fooled,his,finger,Did,prick,"when learning to knit, he fooled his finger",Did he prick his finger?,neutral_context1,32,word2_control_neutral_context1
32_word2_control_neutral_context2,word2_control,fooled,neutral,he,context2,"in a hide-and-seek game, ",1,finger,"in a hide-and-seek game, he","in a hide-and-seek game, he fooled his",fooled,his,finger,Did,prick,"in a hide-and-seek game, he fooled his finger",Did he prick his finger?,neutral_context2,32,word2_control_neutral_context2
32_word2_control_subject1_nocontext,word2_control,fooled,subject1,the careless kid,nocontext,,1,finger,the careless kid,the careless kid fooled his,fooled,his,finger,Did,prick,the careless kid fooled his finger,Did the careless kid prick his finger?,subject1_nocontext,32,word2_control_subject1_nocontext
32_word2_control_subject2_nocontext,word2_control,fooled,subject2,the cheeky brother,nocontext,,1,finger,the cheeky brother,the cheeky brother fooled his,fooled,his,finger,Did,prick,the cheeky brother fooled his finger,Did the cheeky brother prick his finger?,subject2_nocontext,32,word2_control_subject2_nocontext
32_nonword_neutral_nocontext,nonword,sricked,neutral,he,nocontext,,1,finger,he,he sricked his,sricked,his,finger,Did,prick,he sricked his finger,Did he prick his finger?,neutral_nocontext,32,nonword_neutral_nocontext
32_nonword_neutral_context1,nonword,sricked,neutral,he,context1,"when learning to knit, ",1,finger,"when learning to knit, he","when learning to knit, he sricked his",sricked,his,finger,Did,prick,"when learning to knit, he sricked his finger",Did he prick his finger?,neutral_context1,32,nonword_neutral_context1
32_nonword_neutral_context2,nonword,sricked,neutral,he,context2,"in a hide-and-seek game, ",1,finger,"in a hide-and-seek game, he","in a hide-and-seek game, he sricked his",sricked,his,finger,Did,prick,"in a hide-and-seek game, he sricked his finger",Did he prick his finger?,neutral_context2,32,nonword_neutral_context2
32_nonword_subject1_nocontext,nonword,sricked,subject1,the careless kid,nocontext,,1,finger,the careless kid,the careless kid sricked his,sricked,his,finger,Did,prick,the careless kid sricked his finger,Did the careless kid prick his finger?,subject1_nocontext,32,nonword_subject1_nocontext
32_nonword_subject2_nocontext,nonword,sricked,subject2,the cheeky brother,nocontext,,1,finger,the cheeky brother,the cheeky brother sricked his,sricked,his,finger,Did,prick,the cheeky brother sricked his finger,Did the cheeky brother prick his finger?,subject2_nocontext,32,nonword_subject2_nocontext
32_random_neutral_nocontext,random,nioled,neutral,he,nocontext,,1,finger,he,he nioled his,nioled,his,finger,Did,prick,he nioled his finger,Did he prick his finger?,neutral_nocontext,32,random_neutral_nocontext
32_random_neutral_context1,random,nioled,neutral,he,context1,"when learning to knit, ",1,finger,"when learning to knit, he","when learning to knit, he nioled his",nioled,his,finger,Did,prick,"when learning to knit, he nioled his finger",Did he prick his finger?,neutral_context1,32,random_neutral_context1
32_random_neutral_context2,random,nioled,neutral,he,context2,"in a hide-and-seek game, ",1,finger,"in a hide-and-seek game, he","in a hide-and-seek game, he nioled his",nioled,his,finger,Did,prick,"in a hide-and-seek game, he nioled his finger",Did he prick his finger?,neutral_context2,32,random_neutral_context2
32_random_subject1_nocontext,random,nioled,subject1,the careless kid,nocontext,,1,finger,the careless kid,the careless kid nioled his,nioled,his,finger,Did,prick,the careless kid nioled his finger,Did the careless kid prick his finger?,subject1_nocontext,32,random_subject1_nocontext
32_random_subject2_nocontext,random,nioled,subject2,the cheeky brother,nocontext,,1,finger,the cheeky brother,the cheeky brother nioled his,nioled,his,finger,Did,prick,the cheeky brother nioled his finger,Did the cheeky brother prick his finger?,subject2_nocontext,32,random_subject2_nocontext
33_word1_neutral_nocontext,word1,revived,neutral,he,nocontext,,1,patient,he,he revived the,revived,the,patient,Did,revive,he revived the patient,Did he revive the patient?,neutral_nocontext,33,word1_neutral_nocontext
33_word1_neutral_context1,word1,revived,neutral,he,context1,"in the ICU, ",1,patient,"in the ICU, he","in the ICU, he revived the",revived,the,patient,Did,revive,"in the ICU, he revived the patient",Did he revive the patient?,neutral_context1,33,word1_neutral_context1
33_word1_neutral_context2,word1,revived,neutral,he,context2,"after receiving the submission, ",1,patient,"after receiving the submission, he","after receiving the submission, he revived the",revived,the,patient,Did,revive,"after receiving the submission, he revived the patient",Did he revive the patient?,neutral_context2,33,word1_neutral_context2
33_word1_subject1_nocontext,word1,revived,subject1,the doctor,nocontext,,1,patient,the doctor,the doctor revived the,revived,the,patient,Did,revive,the doctor revived the patient,Did the doctor revive the patient?,subject1_nocontext,33,word1_subject1_nocontext
33_word1_subject2_nocontext,word1,revived,subject2,the editor,nocontext,,1,patient,the editor,the editor revived the,revived,the,patient,Did,revive,the editor revived the patient,Did the editor revive the patient?,subject2_nocontext,33,word1_subject2_nocontext
33_word2_neutral_nocontext,word2,revised,neutral,he,nocontext,,1,patient,he,he revised the,revised,the,patient,Did,revive,he revised the patient,Did he revive the patient?,neutral_nocontext,33,word2_neutral_nocontext
33_word2_neutral_context1,word2,revised,neutral,he,context1,"in the ICU, ",1,patient,"in the ICU, he","in the ICU, he revised the",revised,the,patient,Did,revive,"in the ICU, he revised the patient",Did he revive the patient?,neutral_context1,33,word2_neutral_context1
33_word2_neutral_context2,word2,revised,neutral,he,context2,"after receiving the submission, ",1,patient,"after receiving the submission, he","after receiving the submission, he revised the",revised,the,patient,Did,revive,"after receiving the submission, he revised the patient",Did he revive the patient?,neutral_context2,33,word2_neutral_context2
33_word2_subject1_nocontext,word2,revised,subject1,the doctor,nocontext,,1,patient,the doctor,the doctor revised the,revised,the,patient,Did,revive,the doctor revised the patient,Did the doctor revive the patient?,subject1_nocontext,33,word2_subject1_nocontext
33_word2_subject2_nocontext,word2,revised,subject2,the editor,nocontext,,1,patient,the editor,the editor revised the,revised,the,patient,Did,revive,the editor revised the patient,Did the editor revive the patient?,subject2_nocontext,33,word2_subject2_nocontext
33_word2_control_neutral_nocontext,word2_control,polished,neutral,he,nocontext,,1,patient,he,he polished the,polished,the,patient,Did,revive,he polished the patient,Did he revive the patient?,neutral_nocontext,33,word2_control_neutral_nocontext
33_word2_control_neutral_context1,word2_control,polished,neutral,he,context1,"in the ICU, ",1,patient,"in the ICU, he","in the ICU, he polished the",polished,the,patient,Did,revive,"in the ICU, he polished the patient",Did he revive the patient?,neutral_context1,33,word2_control_neutral_context1
33_word2_control_neutral_context2,word2_control,polished,neutral,he,context2,"after receiving the submission, ",1,patient,"after receiving the submission, he","after receiving the submission, he polished the",polished,the,patient,Did,revive,"after receiving the submission, he polished the patient",Did he revive the patient?,neutral_context2,33,word2_control_neutral_context2
33_word2_control_subject1_nocontext,word2_control,polished,subject1,the doctor,nocontext,,1,patient,the doctor,the doctor polished the,polished,the,patient,Did,revive,the doctor polished the patient,Did the doctor revive the patient?,subject1_nocontext,33,word2_control_subject1_nocontext
33_word2_control_subject2_nocontext,word2_control,polished,subject2,the editor,nocontext,,1,patient,the editor,the editor polished the,polished,the,patient,Did,revive,the editor polished the patient,Did the editor revive the patient?,subject2_nocontext,33,word2_control_subject2_nocontext
33_nonword_neutral_nocontext,nonword,revijed,neutral,he,nocontext,,1,patient,he,he revijed the,revijed,the,patient,Did,revive,he revijed the patient,Did he revive the patient?,neutral_nocontext,33,nonword_neutral_nocontext
33_nonword_neutral_context1,nonword,revijed,neutral,he,context1,"in the ICU, ",1,patient,"in the ICU, he","in the ICU, he revijed the",revijed,the,patient,Did,revive,"in the ICU, he revijed the patient",Did he revive the patient?,neutral_context1,33,nonword_neutral_context1
33_nonword_neutral_context2,nonword,revijed,neutral,he,context2,"after receiving the submission, ",1,patient,"after receiving the submission, he","after receiving the submission, he revijed the",revijed,the,patient,Did,revive,"after receiving the submission, he revijed the patient",Did he revive the patient?,neutral_context2,33,nonword_neutral_context2
33_nonword_subject1_nocontext,nonword,revijed,subject1,the doctor,nocontext,,1,patient,the doctor,the doctor revijed the,revijed,the,patient,Did,revive,the doctor revijed the patient,Did the doctor revive the patient?,subject1_nocontext,33,nonword_subject1_nocontext
33_nonword_subject2_nocontext,nonword,revijed,subject2,the editor,nocontext,,1,patient,the editor,the editor revijed the,revijed,the,patient,Did,revive,the editor revijed the patient,Did the editor revive the patient?,subject2_nocontext,33,nonword_subject2_nocontext
33_random_neutral_nocontext,random,oneished,neutral,he,nocontext,,1,patient,he,he oneished the,oneished,the,patient,Did,revive,he oneished the patient,Did he revive the patient?,neutral_nocontext,33,random_neutral_nocontext
33_random_neutral_context1,random,oneished,neutral,he,context1,"in the ICU, ",1,patient,"in the ICU, he","in the ICU, he oneished the",oneished,the,patient,Did,revive,"in the ICU, he oneished the patient",Did he revive the patient?,neutral_context1,33,random_neutral_context1
33_random_neutral_context2,random,oneished,neutral,he,context2,"after receiving the submission, ",1,patient,"after receiving the submission, he","after receiving the submission, he oneished the",oneished,the,patient,Did,revive,"after receiving the submission, he oneished the patient",Did he revive the patient?,neutral_context2,33,random_neutral_context2
33_random_subject1_nocontext,random,oneished,subject1,the doctor,nocontext,,1,patient,the doctor,the doctor oneished the,oneished,the,patient,Did,revive,the doctor oneished the patient,Did the doctor revive the patient?,subject1_nocontext,33,random_subject1_nocontext
33_random_subject2_nocontext,random,oneished,subject2,the editor,nocontext,,1,patient,the editor,the editor oneished the,oneished,the,patient,Did,revive,the editor oneished the patient,Did the editor revive the patient?,subject2_nocontext,33,random_subject2_nocontext
34_word1_neutral_nocontext,word1,skipped,neutral,he,nocontext,,1,class,he,he skipped the,skipped,the,class,Does,skip,he skipped the class,Does he skip the class?,neutral_nocontext,34,word1_neutral_nocontext
34_word1_neutral_context1,word1,skipped,neutral,he,context1,"after staying up too late at a party, ",1,class,"after staying up too late at a party, he","after staying up too late at a party, he skipped the",skipped,the,class,Does,skip,"after staying up too late at a party, he skipped the class",Does he skip the class?,neutral_context1,34,word1_neutral_context1
34_word1_neutral_context2,word1,skipped,neutral,he,context2,"after receiving the order, ",1,class,"after receiving the order, he","after receiving the order, he skipped the",skipped,the,class,Does,skip,"after receiving the order, he skipped the class",Does he skip the class?,neutral_context2,34,word1_neutral_context2
34_word1_subject1_nocontext,word1,skipped,subject1,the student,nocontext,,1,class,the student,the student skipped the,skipped,the,class,Does,skip,the student skipped the class,Does the student skip the class?,subject1_nocontext,34,word1_subject1_nocontext
34_word1_subject2_nocontext,word1,skipped,subject2,the seller,nocontext,,1,class,the seller,the seller skipped the,skipped,the,class,Does,skip,the seller skipped the class,Does the seller skip the class?,subject2_nocontext,34,word1_subject2_nocontext
34_word2_neutral_nocontext,word2,shipped,neutral,he,nocontext,,1,class,he,he shipped the,shipped,the,class,Does,skip,he shipped the class,Does he skip the class?,neutral_nocontext,34,word2_neutral_nocontext
34_word2_neutral_context1,word2,shipped,neutral,he,context1,"after staying up too late at a party, ",1,class,"after staying up too late at a party, he","after staying up too late at a party, he shipped the",shipped,the,class,Does,skip,"after staying up too late at a party, he shipped the class",Does he skip the class?,neutral_context1,34,word2_neutral_context1
